artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Procol Harum,A Whiter Shade Of Pale,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,248947,4
The Animals,Don't Let Me Be Misunderstood,0.546,0.568,11,-9.604,0,0.0285,0.146,0,0.77,0.488,112.584,145693,4
The Byrds,Mr. Tambourine Man,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467,4
Blue Öyster Cult,(Don't Fear) The Reaper,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
Steppenwolf,Magic Carpet Ride,0.62,0.613,4,-15.542,0,0.0512,0.211,0.0379,0.112,0.795,110.262,267933,4
Joe Cocker,With A Little Help From My Friends,0.339,0.426,2,-11.303,1,0.0543,0.317,0.00082,0.103,0.285,72.445,314200,3
Strawberry Alarm Clock,Incense And Peppermints - Stereo Version,0.464,0.766,9,-7.035,1,0.0301,0.0887,0,0.111,0.705,132.713,167613,4
The Monkees,Daydream Believer,0.51,0.488,7,-10.304,1,0.0304,0.256,0,0.11,0.649,125.683,179613,4
Elton John,I'm Still Standing,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183440,4
Elton John,Don't Go Breaking My Heart,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440,4
Elton John,Are You Ready For Love - '79 Version Radio Edit,0.806,0.74,2,-4.695,1,0.0313,0.266,0.00237,0.137,0.739,116.507,210500,4
Queen,Bohemian Rhapsody - Remastered 2011,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4
Whitney Houston,My Love Is Your Love,0.769,0.47,7,-9.526,1,0.158,0.054,5.14e-06,0.0628,0.465,82.505,261573,4
The Jacksons,Blame It on the Boogie,0.774,0.747,8,-7.302,1,0.0928,0.0671,0,0.112,0.881,113.298,210373,4
Bon Jovi,Livin' On A Prayer,0.534,0.891,0,-3.768,1,0.0337,0.0738,0.000249,0.242,0.793,122.521,249293,4
Elvis Presley,Jailhouse Rock,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,146480,4
Otis Redding,Stand by Me,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,172333,4
Bill Haley & His Comets,(We're Gonna) Rock Around The Clock - Single Version,0.681,0.69,7,-11.519,1,0.18,0.317,0.00018,0.24,0.622,178.71,134107,4
The Drifters,Under the Boardwalk,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,161960,4
The Chordettes,Mr. Sandman,0.626,0.535,9,-4.441,1,0.0443,0.85,0,0.0561,0.671,108.804,144200,4
Connie Francis,Stupid Cupid,0.609,0.749,3,-6.147,1,0.0363,0.831,1.45e-06,0.039,0.967,135.702,134211,4
The Chiffons,One Fine Day,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,128200,4
The Shirelles,Will You Love Me Tomorrow,0.539,0.406,0,-6.225,1,0.0261,0.351,5.1e-06,0.161,0.376,135.923,162960,4
Del Shannon,Runaway - 2004 Remastered Version,0.535,0.579,8,-6.156,1,0.0529,0.172,0,0.0936,0.743,75.75,139320,4
Frankie Valli & The Four Seasons,Walk Like a Man,0.694,0.719,3,-7.715,1,0.0368,0.564,2.23e-06,0.0806,0.95,118.13,137533,4
Dusty Springfield,I Only Want To Be With You - Mono,0.585,0.759,7,-6.257,1,0.0295,0.0867,0,0.07,0.945,132.913,156387,4
The Mamas & The Papas,Dream A Little Dream Of Me - Album Version With Introduction,0.459,0.322,7,-12.912,1,0.0595,0.816,0,0.072,0.331,133.91,194427,1
Bay City Rollers,Bye Bye Baby,0.617,0.659,7,-9.178,1,0.0271,0.276,0,0.321,0.661,129.191,166067,4
Del Amitri,Kiss This Thing Goodbye,0.666,0.707,7,-7.835,1,0.0339,0.14,0.0207,0.152,0.734,117.268,268267,4
ZZ Top,La Grange - 2005 Remaster,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4
Small Faces,Itchycoo Park,0.601,0.596,9,-8.029,1,0.0734,0.395,2.34e-06,0.451,0.503,128.168,172747,4
David Bowie,Starman - 2012 Remaster,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4
Pulp,Common People,0.319,0.839,0,-7.341,1,0.0404,0.00596,7.99e-05,0.0764,0.538,144.938,350373,4
Echo & the Bunnymen,Show of Strength,0.495,0.805,4,-8.354,0,0.0337,0.00206,0.000656,0.096,0.567,137.854,290133,4
Annie Lennox,"No More ""I Love You's""",0.503,0.628,3,-6.263,1,0.027,0.53,7.92e-06,0.153,0.192,90.022,292160,4
Alisha's Attic,Indestructible,0.669,0.81,2,-6.602,1,0.041,0.243,8.8e-06,0.0892,0.841,95.191,219800,4
Tammy Wynette,Stand By Your Man,0.563,0.331,9,-9.681,1,0.0283,0.776,0.000846,0.125,0.608,105.779,157893,4
Guru Josh Project,Infinity 2008,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999,190013,4
Bastille,Pompeii,0.682,0.714,9,-6.306,1,0.0399,0.074,0,0.278,0.581,127.443,214148,4
Cher,Walking in Memphis,0.696,0.679,2,-7.363,1,0.0305,0.587,0,0.165,0.527,128.982,235493,4
Adam & The Ants,Stand and Deliver,0.511,0.995,6,-1.491,0,0.172,0.00512,0,0.381,0.291,143.011,184227,4
Hot Chocolate,You Sexy Thing,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,244920,4
Electric Six,Danger! High Voltage - Soulchild Radio Mix,0.66,0.698,11,-4.722,0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,214600,4
Beastie Boys,Intergalactic - Remastered 2009,0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,231493,4
Fake Blood,Mars,0.849,0.838,11,-4.646,0,0.165,0.00143,0.798,0.0865,0.88,126.042,261010,4
Enigma,T.N.T. For The Brain,0.581,0.713,9,-11.997,0,0.0411,0.246,0.243,0.341,0.73,111.034,266067,4
Macy Gray,I Try,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440,4
Electric Six,Gay Bar,0.4,0.975,7,-5.237,1,0.0987,0.000114,0.000624,0.152,0.32,171.963,140907,4
Phats & Small,Turn Around (Hey What's Wrong With You),0.739,0.875,6,-3.645,0,0.0507,0.0044,0.112,0.324,0.928,131.98,212695,4
Mindless Self Indulgence,Shut Me Up,0.589,0.797,1,-4.213,1,0.173,0.000673,0,0.0246,0.787,174.039,168533,4
Raumakustik,Get Together,0.777,0.785,9,-7.781,0,0.0803,0.0278,0.711,0.108,0.501,124.01,216000,4
The Rasmus,In The Shadows - Radio Edit,0.599,0.789,2,-4.337,1,0.0274,9.9e-05,4.28e-05,0.622,0.739,106.007,246933,4
Village People,YMCA,0.742,0.696,6,-7.871,1,0.0735,0.19,0,0.151,0.84,126.432,202573,3
Marsheaux,Pure,0.635,0.861,10,-7.24,1,0.0324,0.12,0.753,0.0885,0.742,126.005,233280,4
La Roux,Bulletproof,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,4
David McWilliams,The Days of Pearly Spencer,0.422,0.752,9,-8.008,0,0.0598,0.0842,4.22e-05,0.127,0.535,105.391,156467,4
Dusty Springfield,I Only Want To Be With You,0.602,0.684,7,-8.021,1,0.029,0.103,0,0.175,0.961,133.0,158200,4
Benny Goodman,"Sing, Sing, Sing",0.62,0.67,2,-11.575,0,0.0591,0.853,0.896,0.156,0.295,113.492,520293,4
The Weeknd,Blinding Lights,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4
Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4
The Pointer Sisters,Automatic - Single Version,0.808,0.618,5,-8.751,1,0.0542,0.0986,0,0.501,0.929,110.501,241707,4
Eddie Murphy,Party All the Time,0.699,0.692,11,-13.045,1,0.0456,0.00979,0.000326,0.0427,0.677,135.03,253293,4
The Weeknd,Blinding Lights,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
Fiction Factory,(Feels Like) Heaven,0.522,0.923,0,-4.744,0,0.0615,0.142,0.0222,0.0687,0.682,116.595,213360,4
Boyzone,Isn't It A Wonder,0.529,0.505,7,-9.923,1,0.0336,0.479,0,0.0696,0.384,178.274,223960,4
10cc,Rubber Bullets,0.548,0.877,7,-4.458,1,0.124,0.0437,1.3e-05,0.0921,0.466,148.799,318853,4
Stiff Little Fingers,Alternative Ulster,0.439,0.971,11,-5.855,0,0.177,0.0148,1.34e-05,0.255,0.24,118.369,163880,4
OneRepublic,Counting Stars,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,257267,4
Anastacia,I'm Outta Love,0.759,0.712,10,-5.859,0,0.053,0.365,0,0.0989,0.652,119.439,242960,4
Melanie C,Never Be The Same Again,0.689,0.685,3,-5.153,1,0.0478,0.0921,0,0.119,0.398,160.067,294200,4
All Saints,Never Ever,0.738,0.541,1,-5.485,1,0.0311,0.559,0,0.0492,0.309,134.187,387573,4
Nirvana,Heart-Shaped Box,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4
Electric Light Orchestra,Mr. Blue Sky,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,4
KISS,Crazy Crazy Nights,0.591,0.87,7,-6.381,1,0.0652,0.409,0,0.718,0.747,121.682,227600,4
Cheryl Lynn,Got to Be Real,0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,307947,4
The Pointer Sisters,Automatic,0.784,0.453,5,-16.124,1,0.0506,0.163,0,0.45,0.927,110.704,286613,4
Brook Benton,Rainy Night in Georgia,0.301,0.309,4,-19.155,0,0.042,0.524,0.0758,0.129,0.384,75.165,233573,4
Duffy,Rain On Your Parade,0.479,0.749,4,-3.478,0,0.0461,0.0338,1.46e-06,0.471,0.241,139.675,208267,4
Amy Macdonald,Spark,0.552,0.886,5,-5.534,1,0.0343,0.00351,4.47e-05,0.104,0.419,133.089,187187,4
The Supremes,Baby Love,0.595,0.643,5,-9.275,1,0.0365,0.76,0,0.538,0.73,135.633,158040,4
The Osmonds,Crazy Horses,0.512,0.977,2,-4.505,1,0.0671,0.215,0,0.343,0.731,120.165,153173,4
Derek & The Dominos,Layla,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4
Pink Floyd,Wish You Were Here - 2011 Remaster,0.5,0.185,7,-20.242,1,0.0535,0.728,0.000746,0.273,0.293,121.002,304200,4
Busted,Crashed The Wedding,0.429,0.944,8,-3.996,1,0.049,0.0011,0,0.336,0.664,180.12,158720,4
Adam Ant,Goody Two Shoes,0.624,0.991,1,-3.467,0,0.135,0.0289,0.0107,0.0477,0.535,95.472,209213,4
Faithless,God Is a DJ,0.606,0.897,10,-7.469,0,0.0448,0.176,0.882,0.17,0.393,130.55,208507,4
John Lennon,(Just Like) Starting Over - Remastered 2010,0.701,0.79,9,-6.16,1,0.0725,0.301,6.06e-05,0.179,0.421,99.104,236547,4
Blondie,Maria,0.545,0.812,9,-5.672,1,0.0609,0.028,0.00111,0.0749,0.785,159.69,245701,4
Tasmin Archer,Sleeping Satellite,0.6,0.824,5,-9.864,0,0.027,0.171,0.000225,0.258,0.749,96.075,281853,4
Quindon Tarver,Everybody's Free (To Wear Sunscreen),0.827,0.526,6,-13.365,0,0.363,0.639,8.2e-06,0.391,0.801,91.552,309133,4
Joe Jackson,Is She Really Going Out With Him?,0.874,0.318,3,-6.869,1,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,215067,4
Lene Marlin,Sitting Down Here,0.764,0.709,2,-6.766,1,0.0348,0.163,0,0.334,0.786,124.043,234373,4
Lenny Kravitz,Fly Away,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,221333,4
Seal,Crazy,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0112,0.0655,0.724,102.561,356520,4
Jamiroquai,Cosmic Girl - Remastered,0.633,0.921,11,-7.719,0,0.0495,0.0261,0.00102,0.309,0.925,119.865,244147,4
Alanis Morissette,Hand in My Pocket - 2015 Remaster,0.657,0.655,0,-8.3,1,0.0248,0.135,0.00303,0.102,0.668,92.259,222013,4
Alanis Morissette,Thank U,0.672,0.616,0,-5.764,1,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,258773,4
Natalie Imbruglia,Torn,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,244667,4
Smash Mouth,Walkin' On The Sun,0.745,0.972,6,-5.598,1,0.0316,0.346,0,0.148,0.968,123.067,207787,4
MGMT,Time to Pretend,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,3
Saint Etienne,He's on the Phone,0.632,0.972,7,-6.903,1,0.0358,0.0138,0.112,0.226,0.867,131.95,247320,4
Led Zeppelin,Whole Lotta Love - 1990 Remaster,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
Shanice,I Love Your Smile,0.722,0.842,5,-8.745,0,0.126,0.00955,8.45e-06,0.178,0.751,93.954,257973,4
Donna Summer,This Time I Know It's for Real,0.614,0.878,4,-10.016,0,0.034,0.0154,0.00637,0.0486,0.865,116.029,218933,4
Kirsty MacColl,A New England,0.454,0.735,7,-10.919,1,0.0374,0.194,0.000188,0.321,0.877,165.003,232853,4
Nick Straker,A Walk In The Park,0.488,0.853,10,-9.676,1,0.0426,0.00649,0.277,0.284,0.964,127.723,259732,4
Savage Garden,To the Moon & Back,0.584,0.76,0,-7.369,0,0.0359,0.0205,7.25e-06,0.1,0.325,104.101,341067,4
Erasure,Sometimes - 2011 Remastered Version,0.629,0.894,1,-6.545,1,0.0362,0.0854,0.0194,0.289,0.643,110.406,219827,4
Alisha's Attic,"I Am, I Feel",0.479,0.858,2,-4.579,1,0.0626,0.122,3.16e-06,0.474,0.816,82.248,240467,4
The Charlatans,The Only One I Know,0.546,0.572,5,-13.104,1,0.0319,0.0701,0.000731,0.079,0.529,113.312,238120,4
Stereo MC's,Step It Up,0.722,0.829,9,-11.96,1,0.0442,0.015,0.0118,0.0769,0.871,117.841,301000,4
Simply Red,Fairground,0.718,0.731,6,-6.454,1,0.042,0.208,0.2,0.083,0.619,122.839,333333,4
The Damned,Eloise,0.271,0.674,11,-10.18,1,0.0374,0.191,2.62e-06,0.247,0.413,142.823,308000,4
Rose Royce,Car Wash,0.727,0.664,9,-6.611,0,0.181,0.328,2.5e-06,0.0434,0.785,115.171,200574,4
The Cure,Friday I'm In Love,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,215160,4
The Cardigans,My Favourite Game,0.586,0.777,5,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468,4
Garbage,Stupid Girl - 2015 - Remaster,0.632,0.76,1,-4.798,0,0.0342,0.00245,0.000466,0.0494,0.671,119.95,257758,4
Hole,Celebrity Skin,0.438,0.905,9,-6.161,1,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,162667,4
No Doubt,Don't Speak,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,263000,4
Barenaked Ladies,One Week,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760,4
New Order,Blue Monday,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,4
Beck,Loser,0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235000,4
All Saints,Bootie Call,0.742,0.516,5,-10.356,0,0.0474,0.595,0.00142,0.151,0.689,93.008,215533,4
The B-52's,Rock Lobster,0.603,0.814,8,-11.51,1,0.048,0.0462,0.0265,0.0509,0.486,92.24,412033,4
Cherry Poppin' Daddies,Zoot Suit Riot,0.568,0.706,8,-8.679,0,0.0837,0.175,0,0.157,0.896,184.126,233039,4
Propellerheads,History Repeating - Knee Length Mix,0.717,0.829,10,-5.432,0,0.0367,0.00261,0.0147,0.106,0.729,144.04,242533,4
Motörhead,Ace of Spades,0.342,0.91,4,-7.748,1,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166360,4
The Human League,Don't You Want Me,0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,236920,4
Doctor & The Medics,Spirit in the Sky,0.619,0.546,11,-10.206,0,0.042,0.0192,0,0.0676,0.479,120.675,208106,4
Hot Chocolate,You Sexy Thing,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,244920,4
Squeeze,Cool For Cats,0.784,0.884,0,-9.996,1,0.0979,0.351,0.000303,0.143,0.961,144.155,194333,4
Kula Shaker,Hush,0.484,0.852,8,-6.83,1,0.0451,0.000251,1.05e-06,0.0761,0.806,117.792,174787,4
Nana Mouskouri,Ta Pedia Tou Pirea,0.516,0.309,10,-11.566,1,0.0321,0.351,0,0.17,0.608,119.974,188533,4
The White Stripes,The Hardest Button to Button,0.694,0.515,4,-8.663,0,0.0736,0.00666,0.622,0.0884,0.566,128.246,212888,4
Garbage,When I Grow Up - 2018 - Remaster,0.578,0.834,7,-7.729,0,0.0383,0.000817,3.51e-05,0.792,0.751,139.858,204528,4
Smoke City,Underwater Love,0.685,0.626,6,-7.809,1,0.204,0.812,0.0346,0.091,0.521,81.769,406000,4
Sister Sledge,Lost in Music - 1995 Remaster,0.758,0.841,0,-7.509,1,0.0319,0.0544,0.000153,0.103,0.849,114.487,287440,4
Sweet,Ballroom Blitz,0.557,0.919,11,-5.602,0,0.0751,0.000867,0.000948,0.0394,0.804,108.524,241973,4
Kim Wilde,You Keep Me Hangin On,0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,255220,4
Alex Gaudino,Destination Calabria - Radio Edit,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,223112,4
Eternal,I Wanna Be the Only One (feat. Bebe Winans),0.627,0.768,6,-7.775,1,0.0625,0.468,0,0.126,0.802,100.071,216693,4
Belinda Carlisle,(We Want) The Same Thing (Summer Remix),0.593,0.831,4,-7.339,1,0.0299,0.00105,0.00024,0.341,0.656,130.995,256813,4
Spiller,Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor],0.719,0.806,9,-6.802,0,0.0389,0.000132,0.0889,0.361,0.626,123.037,227619,4
Majestic,Rasputin,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210,4
Mel & Kim,Respectable,0.697,0.971,0,-5.093,1,0.0428,0.00377,2.79e-05,0.138,0.89,122.274,202640,4
Louis Jordan,Ain't Nobody Here but Us Chickens,0.734,0.453,2,-8.841,0,0.0577,0.796,0,0.214,0.845,150.62,185293,4
Kool & The Gang,Celebration,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867,4
Minnie Riperton,Lovin' You,0.387,0.164,9,-14.617,1,0.085,0.962,0,0.0817,0.409,72.029,223144,4
Hanson,MMMBop,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,4
Belinda Carlisle,(We Want) The Same Thing,0.646,0.899,6,-7.032,0,0.0445,0.00901,2.61e-06,0.013,0.849,130.926,239107,4
Madonna,Hung Up,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4
Zoë,Sunshine On a Rainy Day - Single Version,0.569,0.885,7,-6.224,1,0.0512,0.017,2.99e-05,0.217,0.693,97.919,286029,4
Coldplay,Yellow,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
Thompson Twins,Hold Me Now,0.787,0.516,7,-12.792,1,0.0332,0.66,1.1e-05,0.293,0.882,108.19,286667,4
Aztec Camera,Good Morning Britain,0.574,0.874,11,-10.403,1,0.0357,0.00252,3.04e-05,0.055,0.563,120.089,242533,4
Red Hot Chili Peppers,Californication,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,4
Red Hot Chili Peppers,Under the Bridge,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
Tin Tin Out,What I Am - Radio Edit,0.698,0.784,6,-5.711,0,0.0362,0.394,0.158,0.116,0.922,89.003,234760,4
David Guetta,When Love Takes Over (feat. Kelly Rowland),0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,191000,4
The Klezmatics,Man in a Hat,0.513,0.587,2,-12.297,1,0.174,0.438,5.78e-05,0.212,0.755,175.751,183160,4
Crowded House,Weather With You,0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,224467,4
R.E.M.,Shiny Happy People,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,225787,4
Eddie Floyd,Knock on Wood,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,189840,4
Frankie Valli & The Four Seasons,Big Girls Don't Cry,0.815,0.606,7,-9.733,1,0.115,0.571,0,0.13,0.883,130.45,145973,4
Konshens,Bruk Off Yuh Back,0.816,0.875,7,-2.499,1,0.184,0.187,0,0.0346,0.952,100.967,173465,4
Charly Black,Gyal You A Party Animal,0.599,0.838,0,-5.16,1,0.0996,0.0272,0,0.33,0.847,128.854,214867,4
Mr. Vegas,Bruk It Down,0.919,0.781,2,-4.704,1,0.217,0.219,0,0.221,0.559,118.982,172019,4
Shenseea,Shen Yeng Anthem,0.67,0.823,1,-2.24,0,0.295,0.14,0,0.311,0.655,105.739,141226,4
Konshens,Pull up to Mi Bumper,0.599,0.683,7,-3.812,1,0.464,0.448,0,0.0463,0.75,211.958,150280,4
Vybz Kartel,Fever,0.891,0.62,7,-7.463,1,0.244,0.139,1.61e-05,0.0805,0.404,98.093,204500,4
Charly Black,Hoist & Wine,0.58,0.868,7,-1.98,1,0.0977,0.178,0,0.309,0.911,134.69,173465,4
Mr. Vegas,Jack It Up,0.786,0.832,6,-5.291,1,0.349,0.0224,0,0.169,0.892,96.12,190600,4
Sean Paul,Get Busy,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,211666,4
Popcaan,Ova Dweet,0.638,0.699,1,-4.899,1,0.3,0.104,0,0.0995,0.597,102.758,221194,4
Kevin Lyttle,Turn Me On,0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,192107,4
J Capri,Whine & Kotch - Raw,0.699,0.675,9,-5.383,1,0.387,0.0654,0,0.143,0.442,105.151,217200,4
Konshens,Gal a Bubble,0.843,0.737,7,-7.397,1,0.357,0.142,3.31e-05,0.08,0.659,100.063,210000,4
Kosa,Best Nana,0.685,0.62,0,-6.872,0,0.616,0.0696,0,0.3,0.782,119.913,160000,5
Mr. Vegas,Gallis,0.726,0.693,1,-6.61,0,0.0672,0.0039,0,0.111,0.347,109.941,164573,4
Mr. Vegas,Heads High (Kill 'Em With It Re-Mix),0.909,0.938,1,-6.464,1,0.167,0.688,0,0.383,0.92,93.652,291133,4
Kranium,Can't Believe (feat. Ty Dolla $ign & WizKid),0.725,0.764,6,-4.893,0,0.0843,0.00117,8.93e-06,0.0773,0.611,99.962,213306,4
Shenseea,Blessed (with Tyga),0.856,0.729,1,-5.095,1,0.318,0.0319,1.75e-06,0.428,0.37,108.016,148096,4
Konshens,Gal Dem Sugar,0.769,0.766,5,-3.194,0,0.137,0.135,1.24e-05,0.0827,0.364,100.072,204278,4
Beenie Man,Dude - The Remix,0.797,0.872,5,-6.487,1,0.148,0.0564,0,0.0932,0.965,94.01,273267,4
Elephant Man,Nuh Linga,0.646,0.796,10,-3.835,0,0.371,0.144,0,0.197,0.625,119.754,128240,5
Rupee,Tempted to Touch,0.878,0.578,0,-7.572,1,0.0467,0.231,0,0.0821,0.961,105.987,243133,4
Ayo Jay,Your Number,0.588,0.61,9,-5.008,0,0.234,0.534,0,0.303,0.645,99.926,204081,4
Kranium,We Can (feat. Tory Lanez),0.552,0.618,5,-6.757,0,0.32,0.42,0,0.109,0.399,132.765,194586,5
Collie Buddz,Mamacita,0.593,0.841,4,-5.387,0,0.106,0.0257,0,0.0716,0.779,103.362,194293,4
Sean Paul,Shot & Wine,0.802,0.755,10,-4.804,1,0.106,0.0499,0,0.0781,0.636,105.983,208353,4
Popcaan,"Party Shot (Ravin, Pt. 2)",0.539,0.695,0,-3.641,0,0.26,0.248,0,0.2,0.837,132.579,230766,5
Kranium,Nobody Has to Know,0.792,0.682,11,-4.96,0,0.173,0.00168,0,0.169,0.666,84.983,222893,4
Mavado,Give It All To Me,0.409,0.71,2,-5.577,1,0.425,0.0143,0,0.122,0.408,62.982,214227,5
DeeWunn,Mek It Bunx Up,0.947,0.806,11,-4.191,0,0.296,0.00815,0,0.0811,0.634,99.999,215700,4
Tony Matterhorn,Dutty Wine,0.497,0.918,5,-4.981,0,0.359,0.16,0,0.396,0.93,156.541,170733,3
Chaka Demus & Pliers,Murder She Wrote,0.883,0.733,11,-9.153,0,0.128,0.161,0.00026,0.334,0.947,95.103,245000,4
Beenie Man,Romie,0.629,0.587,4,-8.239,0,0.32,0.000246,0,0.0555,0.757,120.972,227293,5
Vybz Kartel,Summer Tiime,0.857,0.798,1,-4.062,0,0.0651,0.313,3.89e-06,0.316,0.353,100.0,167053,4
Popcaan,Only Man She Want,0.521,0.82,6,-6.028,1,0.293,0.367,0,0.124,0.761,135.883,205560,5
Beenie Man,Dude,0.616,0.71,5,-7.05,1,0.264,0.123,0,0.128,0.945,93.938,255360,4
Vybz Kartel,Go Go Wine,0.587,0.681,8,-5.59,1,0.141,0.183,0,0.386,0.512,99.795,203577,4
Gyptian,Wine Slow,0.615,0.557,8,-8.698,1,0.286,0.693,0,0.16,0.425,119.845,154671,5
Mr. Vegas,Heads High,0.738,0.658,7,-6.152,1,0.36,0.411,0,0.152,0.804,96.908,211440,4
Wayne Wonder,Watching You,0.728,0.745,1,-5.677,1,0.0926,0.0109,0,0.324,0.758,96.09,190547,4
Danny English,Party Time,0.778,0.842,3,-6.11,0,0.0383,0.403,0.695,0.287,0.753,100.173,208573,4
Alkaline,Love Yuh Everything,0.746,0.733,6,-6.376,0,0.124,0.378,0,0.124,0.539,100.168,165026,4
Popcaan,Love Yuh Bad,0.584,0.689,11,-5.624,1,0.406,0.0391,0,0.234,0.724,144.902,220617,5
Beenie Man,King Of The Dancehall,0.81,0.829,5,-5.646,0,0.108,0.34,0,0.0539,0.851,104.695,217107,4
Sean Paul,Like Glue,0.757,0.78,1,-5.038,1,0.319,0.0811,0,0.113,0.59,97.917,232507,4
Elephant Man,Pon De River Pon De Bank,0.692,0.677,1,-6.225,1,0.371,0.0741,0,0.111,0.848,101.087,239787,4
Mavado,So Special,0.606,0.752,4,-4.459,1,0.582,0.0448,0.000234,0.0716,0.369,185.375,178840,4
Wayne Wonder,No Letting Go,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,202013,4
Machel Montano,One More Time,0.659,0.747,11,-5.303,1,0.205,0.177,0.000225,0.047,0.842,106.332,258840,4
